synthetic,normal,random,1,14,121000,121000,314355,0.002147086947612868,80.3046,[4-8],2.5979752066115704,0.7014418675843094,0.4195359862031282,0.2553568426336296,5157.325730527271,0.2016216078430275,Xilinx_SpMV,4.00093,4.87971,33,132.03069000000002
synthetic,normal,diagonal,0.5,14,121000,121000,314355,0.002147086947612868,31.674700000000005,[4-8],2.5979752066115704,0.7014418675843094,5.4128952940372934e-05,2.881380205047757e-05,61088.96115490977,0.24653315445729196,Xilinx_SpMV,0.521192,14.8693,33,17.199336
synthetic,normal,diagonal,0.05,14,121000,121000,314355,0.002147086947612868,31.9919,[4-8],2.5979752066115704,0.7014418675843094,0.0004039038317054845,0.00027573762811554137,16862.123367152843,0.22692341073834077,Xilinx_SpMV,0.518263,15.1,33,17.102679000000002
synthetic,normal,diagonal,0.005,14,121000,121000,314355,0.002147086947612868,35.1374,[4-8],2.5979752066115704,0.7014418675843094,0.0038965953828290416,0.002744046683592288,6891.754722632612,0.2045237332176453,Xilinx_SpMV,0.517613,16.6066,33,17.081229
synthetic,normal,random,1,14,38000,38000,360879,0.024991620498614957,60.60289999999999,[4-8],9.496815789473684,2.2701009408957917,0.7989554861495846,0.1336160978185701,19.11080770208576,0.013567111156398162,Xilinx_SpMV,0.877016,16.9058,33,28.941528
synthetic,normal,diagonal,0.5,14,38000,38000,360879,0.024991620498614957,11.739,[4-8],9.496815789473684,2.2701009408957917,0.0008783483379501385,0.00025872010603974333,11176.36147912871,0.05477966429574066,Xilinx_SpMV,0.18372,15.63,33,6.06276
synthetic,normal,diagonal,0.05,14,38000,38000,360879,0.024991620498614957,16.4481,[4-8],9.496815789473684,2.2701009408957917,0.008138899584487535,0.0026106451038377435,1243.2918652702804,0.017347606841504864,Xilinx_SpMV,0.18950799999999998,21.241,33,6.253763999999999
synthetic,normal,diagonal,0.005,14,38000,38000,360879,0.024991620498614957,19.9227,[4-8],9.496815789473684,2.2701009408957917,0.07893752285318559,0.026221162141226877,135.71050383260544,0.013575542897995308,Xilinx_SpMV,0.25959099999999996,18.7808,33,8.566502999999999
synthetic,normal,random,1,14,64000,64000,355331,0.0086750732421875,77.3224,[4-8],5.552046875,2.894058114966376,0.6123276809082031,0.2812794001308899,3217.8643619609966,0.21814263232498773,Xilinx_SpMV,1.62788,11.612699999999998,33,53.72004
synthetic,normal,diagonal,0.5,14,64000,64000,355331,0.0086750732421875,16.6148,[4-8],5.552046875,2.894058114966376,0.000282607666015625,0.00017932748625145396,23711.971758414267,0.2082187984169232,Xilinx_SpMV,0.283603,14.330999999999998,33,9.358899
synthetic,normal,diagonal,0.05,14,64000,64000,355331,0.0086750732421875,18.9384,[4-8],5.552046875,2.894058114966376,0.0025154326171875,0.0017431920387917727,6101.562652530134,0.21782283855107834,Xilinx_SpMV,0.284481,16.2832,33,9.387872999999999
synthetic,normal,diagonal,0.005,14,64000,64000,355331,0.0086750732421875,23.586899999999996,[4-8],5.552046875,2.894058114966376,0.024583323974609377,0.01721988594458481,3557.2193342689916,0.21786136225770186,Xilinx_SpMV,0.314459,18.3451,33,10.377146999999999
synthetic,normal,random,1,14,38000,38000,387044,0.026803601108033242,53.5226,[4-8],10.185368421052633,8.027335313333246,0.6716585976454292,0.31562209623653303,2200.2530676794972,0.23274757195137996,Xilinx_SpMV,0.820263,15.960500000000001,33,27.068679
